MAG	Depth_m	Zone	Estimated_Genome_Size	Cluster_Representative	Total_CDS	Total_KOs	Unique_KOs	TKO_Density	UKO_Density	CDS_Density	Quality	Completeness	Contamination	Strain.heterogeneity	Domain	Phylum	Class	Order	Family	Genus	Species	Contigs	Bases	Max	N50	N90	Sample	Count_of_Unique_Defense_Systems	Count_of_Unique_Genes_in_Systems	List_of_Defense_SubSystems_in_Genome	List_of_Unique_Genes_in_Systems	DS_Prevalence_per_Mbp	DS_Gene_Prevalence_per_PEG_Perc	Virus_List	Virus_Regions	Prophage_Count	Prophage_Base_Pairs	Prophage_Perc
Bin_S23.9	3000	Bathypelagic	2293397.66461239	FALSE	1320	1055	928	74.6052814882021	65.6243613469683	93.3449967435325	57.97	61.66	1.23	20	Bacteria	Gammaproteobacteria	Gammaproteobacteria	UBA11654	UBA11654	DTSX01	DTSX01 sp012965065	109	1414109	105006	24200	4894	MP0880	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S23.91	3000	Bathypelagic	5389855.0578762	FALSE	5134	3389	2092	63.2887635272962	39.0675990850114	95.8762206990673	95.66	99.35	1.23	0	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus_B	Rhodococcus_B sp001942265	119	5354821	262453	86616	21306	MP0880	10	24	Defense_System|CBASS|CBASS_II,Defense_System|RM|RM_Type_IIG,Defense_System|Wadjet|Wadjet_II,Defense_System|RloC|RloC,Defense_System|RM|RM_Type_II,Defense_System|Cas|CAS_Class1-Subtype-IV-B,Defense_System|AbiJ|AbiJ,Defense_System|SoFIC|SoFic,Defense_System|AbiE|AbiE,Defense_System|Cas|CAS_Class1-Subtype-III-D,Defense_System|AbiD|AbiD	Bin_S23.91_00523,Bin_S23.91_00485,Bin_S23.91_03277,Bin_S23.91_03267,Bin_S23.91_03278,Bin_S23.91_01545,Bin_S23.91_04405,Bin_S23.91_04404,Bin_S23.91_01546,Bin_S23.91_00525,Bin_S23.91_05076,Bin_S23.91_03272,Bin_S23.91_03268,Bin_S23.91_03912,Bin_S23.91_00526,Bin_S23.91_02172,Bin_S23.91_03270,Bin_S23.91_01547,Bin_S23.91_01548,Bin_S23.91_04297,Bin_S23.91_05075,Bin_S23.91_03269,Bin_S23.91_00486,Bin_S23.91_00527	1.86747605568888	0.467471756914686	{'MP0880_27_fragment_1', 'MP0880_107_fragment_1'}	['S23CMP0880_Scaffold_107|34321|50760', 'S23CMP0880_Scaffold_27|42345|49488']	2	23582	0.440388203452552
Bin_S23.92	3000	Bathypelagic	1273963.29440315	FALSE	840	608	576	72.3875017263467	68.5776332144337	100.009048437716	65.93	65.93	0	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	Marinisomataceae	Marinisoma	Marinisoma sp012963075	63	839924	84872	20610	4795	MP0880	2	2	Defense_System|PsyrTA|PsyrTA	Bin_S23.92_00451,Bin_S23.92_00455	2.38116781994561	0.238095238095238	{'MP0880_18644'}	['S23CMP0880_Scaffold_18644|0|3347']	1	3347	0.398488434667899
Bin_S23.93	3000	Bathypelagic	1975861.23648578	FALSE	1601	959	841	50.945520167573	44.67693687271	85.0508631786073	91.22	95.27	1.35	0	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	JABDDC01		26	1882403	326078	82044	40022	MP0880	4	20	Defense_System|RM|RM_Type_I,Defense_System|Cas|CAS_Class1-Subtype-I-E,Defense_System|AbiE|AbiE,Defense_System|RM|RM_Type_II	Bin_S23.93_00093,Bin_S23.93_00096,Bin_S23.93_00582,Bin_S23.93_00415,Bin_S23.93_00098,Bin_S23.93_00095,Bin_S23.93_00414,Bin_S23.93_00092,Bin_S23.93_00099,Bin_S23.93_00409,Bin_S23.93_01166,Bin_S23.93_00544,Bin_S23.93_00416,Bin_S23.93_00413,Bin_S23.93_00581,Bin_S23.93_00408,Bin_S23.93_00097,Bin_S23.93_00094,Bin_S23.93_01172,Bin_S23.93_00550	2.12494348978407	1.24921923797626	set()	[]	0	0	0
Bin_S23.96	3000	Bathypelagic	7394523.09879176	TRUE	4719	2643	1362	50.8069227363767	26.1820010468956	90.7142899708519	59.85	70.35	3.5	18.18	Bacteria	Poribacteria	WGA-4E	WGA-4E	UBA9662	UBA9662	UBA9662 sp012963885	891	5202047	24694	6796	3162	MP0880	2	1	Defense_System|RM|RM_Type_IIG	Bin_S23.96_01892	0.384464038867776	0.0211909302818394	{'MP0880_8958', 'MP0880_14674'}	['S23CMP0880_Scaffold_8958|0|5584', 'S23CMP0880_Scaffold_14674|0|3953']	2	9537	0.183331676934099
Bin_S23.97	3000	Bathypelagic	2289693.03567095	FALSE	1723	1210	956	64.1173400312108	50.6579975783782	91.3009726229556	72.52	82.42	3.3	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002715035	165	1887165	110349	23120	3866	MP0880	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S2.4	4000	Bathypelagic	2125937.60155996	FALSE	1796	1287	1067	65.5811884412009	54.3707288786024	91.5181153383036	92.31	92.31	0	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002715035	85	1962453	144332	49032	10499	MP0313	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S2.40	4000	Bathypelagic	3539794.8613791	TRUE	3169	2293	1841	65.784264335117	52.8167599829701	90.9159763096319	96.31	98.47	0.72	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	Oleibacter	Oleibacter sp002724925	58	3485636	449642	104193	32689	MP0313	7	19	Defense_System|Wadjet|Wadjet_I,Defense_System|RM|RM_Type_IV,Defense_System|Septu|Septu,Defense_System|RM|RM_Type_I,Defense_System|AbiZ|AbiZ,Defense_System|Lit|Lit,Defense_System|AbiD|AbiD	Bin_S2.40_00587,Bin_S2.40_00582,Bin_S2.40_02281,Bin_S2.40_02541,Bin_S2.40_01613,Bin_S2.40_01608,Bin_S2.40_02282,Bin_S2.40_00581,Bin_S2.40_00586,Bin_S2.40_02280,Bin_S2.40_01611,Bin_S2.40_00583,Bin_S2.40_00584,Bin_S2.40_01689,Bin_S2.40_01690,Bin_S2.40_01691,Bin_S2.40_02278,Bin_S2.40_01612,Bin_S2.40_00585	2.00824182444753	0.599558220258757	set()	[]	0	0	0
Bin_S2.41	4000	Bathypelagic	1119275.33725355	FALSE	640	470	451	72.6244466248947	69.6885647400586	98.8928634892184	54.22	57.82	1.2	50	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	Marinisomataceae	Marinisoma	Marinisoma sp012963075	106	647165	22004	6769	3112	MP0313	0	0	NA	NA	0	0	{'MP0313_15799_1', 'MP0313_14390_1'}	['S2CMP0313_Scaffold_15799|2166|3614', 'S2CMP0313_Scaffold_14390|1947|3878']	2	3379	0.522123415203233
Bin_S24.1	1200	Bathypelagic	1223986.51382333	FALSE	1164	649	583	71.5083749639153	64.2363368319917	128.252308872107	71.24	74.15	0.97	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus		129	907586	21648	9211	3401	MP0882	2	1	Defense_System|AbiU|AbiU	Bin_S24.1_00128	2.20364791876472	0.0859106529209622	set()	[]	0	0	0
Bin_S24.13	1200	Bathypelagic	960102.512272596	FALSE	801	475	436	71.4321161802014	65.5671634833007	120.457105390192	60.53	69.26	2.91	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus		102	664967	27395	7884	3150	MP0882	0	0	NA	NA	0	0	{'MP0882_17752'}	['S24CMP0882_Scaffold_17752|0|3069']	1	3069	0.461526662225343
Bin_S24.19	1200	Bathypelagic	1661703.71599204	FALSE	904	650	600	64.8913070606734	59.8996680560062	90.2488332043827	55.33	60.28	1.65	0	Bacteria	Marinisomatota	Marinisomatia	SCGC-AAA003-L08	D37C17	D37C17	D37C17 sp012964845	201	1001675	28953	5393	2881	MP0882	0	0	NA	NA	0	0	{'MP0882_16614'}	['S24CMP0882_Scaffold_16614|0|3196']	1	3196	0.319065565178326
Bin_S24.25	1200	Bathypelagic	1267599.48445304	TRUE	812	580	516	73.7164129593454	65.5821880810728	103.202978143084	51.54	62.07	3.51	5	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	Marinisomataceae	Marinisoma		166	786799	17095	4961	2812	MP0882	2	2	Defense_System|PsyrTA|PsyrTA	Bin_S24.25_00283,Bin_S24.25_00279	2.54194527446019	0.246305418719212	{'MP0882_13962'}	['S24CMP0882_Scaffold_13962|0|3553']	1	3553	0.451576578007852
Bin_S24.26	1200	Bathypelagic	965884.094095654	TRUE	710	464	416	74.8385889700178	67.0966659731194	114.515944329122	61.28	64.19	0.97	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA57	UBA57	UBA57 sp002713205	129	620001	24475	4995	2877	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.32	1200	Bathypelagic	2462172.09949019	FALSE	1552	1177	930	73.8503316676748	58.3524285904312	97.3795367444615	55.76	64.73	2.99	21.43	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	HTCC2089	UBA11889	UBA11889 sp002313255	254	1593764	26723	7734	3168	MP0882	2	2	Defense_System|RM|RM_Type_II	Bin_S24.32_00480,Bin_S24.32_00477	1.25489093742863	0.128865979381443	set()	[]	0	0	0
Bin_S24.34	1200	Bathypelagic	5190278.43474522	FALSE	4712	3037	2131	62.9039330388979	44.1383869956837	97.597409443295	87.77	93.02	1.75	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Fulvimarina		468	4827997	67450	14188	4840	MP0882	6	20	Defense_System|Gabija|Gabija,Defense_System|RM|RM_Type_I,Defense_System|RM|RM_Type_II,Defense_System|Cas|CAS_Class1-Subtype-I-C,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|PD-Lambda-1|PD-Lambda-1	Bin_S24.34_02043,Bin_S24.34_00649,Bin_S24.34_03631,Bin_S24.34_01914,Bin_S24.34_03630,Bin_S24.34_02417,Bin_S24.34_02419,Bin_S24.34_02044,Bin_S24.34_02420,Bin_S24.34_02422,Bin_S24.34_00191,Bin_S24.34_00194,Bin_S24.34_00536,Bin_S24.34_00654,Bin_S24.34_01911,Bin_S24.34_02421,Bin_S24.34_00192,Bin_S24.34_01913,Bin_S24.34_00651,Bin_S24.34_02424	1.24275139359034	0.424448217317487	{'MP0882_9496', 'MP0882_385', 'MP0882_522_fragment_1', 'MP0882_1340', 'MP0882_3651', 'MP0882_1449', 'MP0882_3272', 'MP0882_2303', 'MP0882_3721', 'MP0882_9151', 'MP0882_1334_1', 'MP0882_2191', 'MP0882_615', 'MP0882_914_fragment_1'}	['S24CMP0882_Scaffold_1334|3217|13540', 'S24CMP0882_Scaffold_3272|0|8178', 'S24CMP0882_Scaffold_615|0|20771', 'S24CMP0882_Scaffold_3721|0|7603', 'S24CMP0882_Scaffold_2191|0|10303', 'S24CMP0882_Scaffold_522|1|14432', 'S24CMP0882_Scaffold_385|0|26474', 'S24CMP0882_Scaffold_1340|0|13499', 'S24CMP0882_Scaffold_914|1|12929', 'S24CMP0882_Scaffold_2303|0|9978', 'S24CMP0882_Scaffold_9496|0|4444', 'S24CMP0882_Scaffold_9151|0|4541', 'S24CMP0882_Scaffold_3651|0|7687', 'S24CMP0882_Scaffold_1449|0|12947']	14	164107	3.39907004913218
Bin_S24.35	1200	Bathypelagic	5458857.2911261	FALSE	5267	3330	2057	63.3126911144916	39.1093710578106	100.140523753762	92.15	96.35	1.4	25	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Rhodococcus_B	Rhodococcus_B sp001942265	337	5259609	89243	22075	7270	MP0882	10	27	Defense_System|CBASS|CBASS_II,Defense_System|RM|RM_Type_IIG,Defense_System|Wadjet|Wadjet_II,Defense_System|RloC|RloC,Defense_System|RM|RM_Type_II,Defense_System|Cas|CAS_Class1-Subtype-IV-B,Defense_System|AbiJ|AbiJ,Defense_System|Cas|CAS_Cluster,Defense_System|SoFIC|SoFic,Defense_System|CBASS|CBASS_I,Defense_System|AbiE|AbiE,Defense_System|Cas|CAS_Class1-Subtype-III-D,Defense_System|AbiD|AbiD	Bin_S24.35_03762,Bin_S24.35_02760,Bin_S24.35_01789,Bin_S24.35_00571,Bin_S24.35_03761,Bin_S24.35_01791,Bin_S24.35_02239,Bin_S24.35_01792,Bin_S24.35_04226,Bin_S24.35_04699,Bin_S24.35_03760,Bin_S24.35_02761,Bin_S24.35_04700,Bin_S24.35_04225,Bin_S24.35_00568,Bin_S24.35_01787,Bin_S24.35_00572,Bin_S24.35_01790,Bin_S24.35_01896,Bin_S24.35_04260,Bin_S24.35_00573,Bin_S24.35_02240,Bin_S24.35_01527,Bin_S24.35_04259,Bin_S24.35_02280,Bin_S24.35_04221,Bin_S24.35_04222	1.9012820154502	0.51262578317828	set()	[]	0	0	0
Bin_S24.36	1200	Bathypelagic	3288477.87238516	FALSE	3159	2023	1597	64.667111419547	51.0496178630828	100.980427570118	92.7	95.13	0.81	75	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Alteriqipengyuania	Alteriqipengyuania bathyomarina	224	3128329	110056	21963	5909	MP0882	8	12	Defense_System|Dsr|Dsr_I,Defense_System|RM|RM_Type_IIG,Defense_System|Druantia|Druantia_I,Defense_System|Septu|Septu,Defense_System|RloC|RloC,Defense_System|Shedu|Shedu,Defense_System|SanaTA|SanaTA	Bin_S24.36_02906,Bin_S24.36_00210,Bin_S24.36_01283,Bin_S24.36_00307,Bin_S24.36_01326,Bin_S24.36_00211,Bin_S24.36_00306,Bin_S24.36_00214,Bin_S24.36_00209,Bin_S24.36_00273,Bin_S24.36_00213,Bin_S24.36_02237	2.55727578525149	0.379867046533713	{'MP0882_280_fragment_1', 'MP0882_23_fragment_2_1', 'MP0882_142', 'MP0882_11903', 'MP0882_12965'}	['S24CMP0882_Scaffold_23|59301|96550', 'S24CMP0882_Scaffold_11903|0|3892', 'S24CMP0882_Scaffold_12965|0|3711', 'S24CMP0882_Scaffold_142|0|42891', 'S24CMP0882_Scaffold_280|6539|16193']	5	97397	3.11338737070174
Bin_S24.37	1200	Bathypelagic	1950616.1435919	FALSE	1578	948	834	51.0129404978174	44.8784729695989	84.9139452590252	91.22	95.27	1.35	0	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	JABDDC01		28	1858352	276712	78707	39190	MP0882	4	20	Defense_System|RM|RM_Type_I,Defense_System|Cas|CAS_Class1-Subtype-I-E,Defense_System|AbiE|AbiE,Defense_System|RM|RM_Type_II	Bin_S24.37_01060,Bin_S24.37_00212,Bin_S24.37_00369,Bin_S24.37_00537,Bin_S24.37_00216,Bin_S24.37_00362,Bin_S24.37_01054,Bin_S24.37_00506,Bin_S24.37_00364,Bin_S24.37_00219,Bin_S24.37_00215,Bin_S24.37_00505,Bin_S24.37_00361,Bin_S24.37_00363,Bin_S24.37_00218,Bin_S24.37_00368,Bin_S24.37_00543,Bin_S24.37_00217,Bin_S24.37_00213,Bin_S24.37_00214	2.15244474674335	1.26742712294043	set()	[]	0	0	0
Bin_S24.38	1200	Bathypelagic	1982837.96610169	TRUE	1473	1075	874	73.5121650666089	59.7670997843871	100.728761993595	62.2	73.75	3.85	0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA9410		282	1462343	21312	5677	2933	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.39	1200	Bathypelagic	3941189.08716541	TRUE	2452	1560	1198	67.9168888840515	52.1566877455729	106.751417656214	50.45	58.28	2.61	23.08	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium sp000153545	479	2296925	22941	4938	2868	MP0882	0	0	NA	NA	0	0	{'MP0882_23654', 'MP0882_15376'}	['S24CMP0882_Scaffold_15376|0|3357', 'S24CMP0882_Scaffold_23654|0|2569']	2	5926	0.257997104824929
Bin_S2.44	4000	Bathypelagic	2270245.50576871	FALSE	1661	1228	965	72.5664961432798	57.0249745751344	98.1538681547132	70.7	74.54	1.28	0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA9410	UBA9410 sp012961035	321	1692241	23738	5796	3112	MP0313	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.40	1200	Bathypelagic	1738517.64308627	FALSE	908	529	491	51.3729892670269	47.6826800191119	88.1789683449157	59.23	59.23	0	0	Archaea	Thermoplasmatota	Poseidoniia_A	Poseidoniales	Thalassarchaeaceae	Thalassarchaeum	Thalassarchaeum sp002507125	128	1029724	41592	10905	3664	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.41	1200	Bathypelagic	2268641.04660671	FALSE	1456	1059	857	76.3367582755822	61.7758279907214	104.954032152264	47.05	61.15	4.7	0	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	MedAcidi-G1	UBA9410		257	1387274	27731	5796	3042	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.43	1200	Bathypelagic	2826494.00023761	FALSE	2005	1502	1272	63.1341790455054	53.4664951703614	84.2769833463637	81.65	84.17	0.84	100	Bacteria	SAR324	SAR324	SAR324	NAC60-12	Arctic96AD-7	Arctic96AD-7 sp002082305	265	2379060	58473	12990	3827	MP0882	3	2	Defense_System|dGTPase|dGTPase,Defense_System|RM|RM_Type_IV	Bin_S24.43_00755,Bin_S24.43_01932	1.261002244584	0.0997506234413965	set()	[]	0	0	0
Bin_S24.47	1200	Bathypelagic	2139607.84313725	FALSE	1259	985	852	75.855122107494	65.6127553660761	96.9559378003401	53.64	60.69	2.35	20	Bacteria	Gammaproteobacteria	Gammaproteobacteria	SAR86	SAR86	AEGEAN-183	AEGEAN-183 sp012965075	157	1298528	71311	13092	3259	MP0882	0	0	NA	NA	0	0	{'MP0882_23801'}	['S24CMP0882_Scaffold_23801|0|2559']	1	2559	0.197069296926982
Bin_S24.48	1200	Bathypelagic	2610409.95850622	FALSE	1731	970	822	61.6745465967095	52.2644095902013	110.060453772066	56.35	60.25	1.3	0	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Micavibrionales	UBA2020			295	1572772	20969	6078	3149	MP0882	2	3	Defense_System|Lamassu-Fam|Lamassu-Fam	Bin_S24.48_01747,Bin_S24.48_01746,Bin_S24.48_01748	1.27164013601463	0.173310225303293	{'MP0882_1465', 'MP0882_7280', 'MP0882_12027', 'MP0882_16317', 'MP0882_4245', 'MP0882_13061', 'MP0882_2136'}	['S24CMP0882_Scaffold_2136|0|10421', 'S24CMP0882_Scaffold_12027|0|3870', 'S24CMP0882_Scaffold_1465|0|12878', 'S24CMP0882_Scaffold_13061|0|3694', 'S24CMP0882_Scaffold_7280|0|5208', 'S24CMP0882_Scaffold_4245|0|7068', 'S24CMP0882_Scaffold_16317|0|3236']	7	46375	2.94861556538392
Bin_S24.49	1200	Bathypelagic	945788.389513109	FALSE	549	376	348	74.4479270410315	68.9039324741462	108.701893472144	49.02	53.4	1.46	50	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	UBA57	UBA57	UBA57 sp002494565	118	505051	14421	4173	2760	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S2.45	4000	Bathypelagic	1736048.13929669	FALSE	991	536	497	52.7052234219653	48.870328434173	97.4456649462082	58.58	58.58	0	0	Archaea	Thermoplasmatota	Poseidoniia_A	Poseidoniales	Thalassarchaeaceae	MGIIb-O1	MGIIb-O1 sp002498525	203	1016977	17946	5203	3057	MP0313	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.51	1200	Bathypelagic	1883899.37106918	TRUE	1023	845	760	78.360894111712	70.4784373075753	94.8676860074336	48.99	57.24	2.75	27.27	Bacteria	Gammaproteobacteria	Gammaproteobacteria	UBA4486	UBA4486	UBA11869		218	1078344	18675	5334	2929	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.52	1200	Bathypelagic	1028962.77441934	TRUE	633	427	392	66.016703617468	60.6054984029214	97.8655114516563	62.86	62.86	0	0	Archaea	Thermoplasmatota	Poseidoniia_B	MGIII	CG-Epi1	CG-Epi1	CG-Epi1 sp002506485	136	646806	18352	4724	2967	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.53	1200	Bathypelagic	2877968.24418067	FALSE	2010	1221	985	65.4012077530159	52.7601880726623	107.662921853859	61.15	64.87	1.24	50	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	Microbacterium sp002313585	373	1866938	18206	5587	2945	MP0882	5	10	Defense_System|Wadjet|Wadjet_I,Defense_System|RM|RM_Type_IIG,Defense_System|RM|RM_Type_I,Defense_System|PD-T7-2|PD-T7-2,Defense_System|AbiD|AbiD	Bin_S24.53_00381,Bin_S24.53_00685,Bin_S24.53_00378,Bin_S24.53_02025,Bin_S24.53_00379,Bin_S24.53_00687,Bin_S24.53_02026,Bin_S24.53_00382,Bin_S24.53_00739,Bin_S24.53_00686	2.67818213566814	0.497512437810945	set()	[]	0	0	0
Bin_S24.54	1200	Bathypelagic	984550.386322538	TRUE	770	451	419	75.3044738538192	69.9613626269406	128.568613896764	60.83	60.83	0	0	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopelagicus		119	598902	16915	5612	2782	MP0882	0	0	NA	NA	0	0	{'MP0882_9167'}	['S24CMP0882_Scaffold_9167|0|4537']	1	4537	0.75755298863587
Bin_S24.59	1200	Bathypelagic	3461282.2622108	FALSE	3268	2500	1942	74.2699928136355	57.6929304176321	97.0857346059843	95.78	97.25	0.49	100	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter pontiacus	152	3366097	101857	33490	10763	MP0882	2	2	Defense_System|PD-T7-2|PD-T7-2	Bin_S24.59_00497,Bin_S24.59_00496	0.594159942509084	0.0611995104039168	set()	[]	0	0	0
Bin_S2.46	4000	Bathypelagic	2544387.96307397	TRUE	2021	1275	1125	60.0770682767635	53.0091778912619	95.2280431273247	80.41	83.41	1	16.67	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	TMED27	TMED27 sp002167715	272	2122274	31662	9541	3731	MP0313	8	15	Defense_System|CBASS|CBASS_II,Defense_System|RM|RM_Type_IIG,Defense_System|RloC|RloC,Defense_System|RM|RM_Type_I,Defense_System|AbiU|AbiU,Defense_System|pAgo|pAgo,Defense_System|Cas|CAS_Class1-Subtype-I-F,Defense_System|Uzume|Uzume	Bin_S2.46_01394,Bin_S2.46_00265,Bin_S2.46_00137,Bin_S2.46_00803,Bin_S2.46_01821,Bin_S2.46_00264,Bin_S2.46_00679,Bin_S2.46_00802,Bin_S2.46_00263,Bin_S2.46_00135,Bin_S2.46_00697,Bin_S2.46_01820,Bin_S2.46_01822,Bin_S2.46_00138,Bin_S2.46_01615	3.76954153893418	0.74220682830282	{'MP0313_6869', 'MP0313_3079', 'MP0313_15455', 'MP0313_9402', 'MP0313_4417', 'MP0313_6591'}	['S2CMP0313_Scaffold_6591|0|6962', 'S2CMP0313_Scaffold_3079|0|11799', 'S2CMP0313_Scaffold_4417|0|9242', 'S2CMP0313_Scaffold_9402|0|5361', 'S2CMP0313_Scaffold_15455|0|3674', 'S2CMP0313_Scaffold_6869|0|6761']	6	43799	2.06377687329723
Bin_S24.6	1200	Bathypelagic	3090924.33842713	TRUE	2654	1667	1346	67.0047047994582	54.1021791602104	106.676956531351	75.39	80.49	1.7	37.5	Bacteria	Alphaproteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter_A	Erythrobacter_A sp002895025	446	2487885	21630	6306	3127	MP0882	2	2	Defense_System|Lamassu-Fam|Lamassu-Fam	Bin_S24.6_00465,Bin_S24.6_00466	0.803895678457807	0.0753579502637528	{'MP0882_14657', 'MP0882_5950'}	['S24CMP0882_Scaffold_5950|0|5822', 'S24CMP0882_Scaffold_14657|0|3450']	2	9272	0.372686036533039
Bin_S24.64	1200	Bathypelagic	4276380.86062942	FALSE	2876	1872	1409	70.2879477946781	52.9036957493063	107.985116376867	60.72	62.28	0.52	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_D	Pseudomonas_D gallaeciensis	566	2663330	21099	4971	2868	MP0882	5	5	Defense_System|Mokosh|Mokosh_TypeI,Defense_System|Viperin|Viperin,Defense_System|AbiC|AbiC,Defense_System|RM|RM_Type_IV	Bin_S24.64_01827,Bin_S24.64_02765,Bin_S24.64_02764,Bin_S24.64_02813,Bin_S24.64_02783	1.87734903297751	0.173852573018081	{'MP0882_15511', 'MP0882_2812', 'MP0882_6454', 'MP0882_13339', 'MP0882_22876', 'MP0882_15436', 'MP0882_17491'}	['S24CMP0882_Scaffold_22876|0|2621', 'S24CMP0882_Scaffold_2812|0|8939', 'S24CMP0882_Scaffold_6454|0|5565', 'S24CMP0882_Scaffold_15511|0|3337', 'S24CMP0882_Scaffold_13339|0|3648', 'S24CMP0882_Scaffold_17491|0|3097', 'S24CMP0882_Scaffold_15436|0|3347']	7	30554	1.1472104470719
Bin_S24.65	1200	Bathypelagic	1915148.26175869	TRUE	1692	1198	1012	63.9610467615049	54.0305336582996	90.3356353259317	97.8	97.8	0	0	Bacteria	Marinisomatota	Marinisomatia	Marinisomatales	TCS55	TCS55	TCS55 sp002715035	155	1873015	76063	19182	5144	MP0882	0	0	NA	NA	0	0	set()	[]	0	0	0
Bin_S24.67	1200	Bathypelagic	4786493.37615415	FALSE	4142	3162	2335	66.2995658447785	48.9593568145344	86.8478183836409	94.93	99.64	1.57	0	Bacteria	Gammaproteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas_B	Alteromonas_B confluentis	14	4769262	848140	451542	156387	MP0882	12	20	Defense_System|dGTPase|dGTPase,Defense_System|RM|RM_Type_I,Defense_System|Shedu|Shedu,Defense_System|AVAST|AVAST_I,Defense_System|Hachiman|Hachiman,Defense_System|Lamassu-Fam|Lamassu-Fam,Defense_System|Gao_Ape|Gao_Ape,Defense_System|AbiJ|AbiJ,Defense_System|AbiE|AbiE,Defense_System|SanaTA|SanaTA,Defense_System|DRT|DRT8	Bin_S24.67_00266,Bin_S24.67_03465,Bin_S24.67_03733,Bin_S24.67_03862,Bin_S24.67_02030,Bin_S24.67_00265,Bin_S24.67_02756,Bin_S24.67_02028,Bin_S24.67_01434,Bin_S24.67_01046,Bin_S24.67_02027,Bin_S24.67_02026,Bin_S24.67_03863,Bin_S24.67_03126,Bin_S24.67_02752,Bin_S24.67_01437,Bin_S24.67_01435,Bin_S24.67_03732,Bin_S24.67_01045,Bin_S24.67_03464	2.51611255577907	0.482858522452921	set()	[]	0	0	0
